startup_record_id,startup_id,data_entry_date,data_reference_date,startup_name,normalized_startup_name,country,region,city,sector,subsector,business_model,round_stage,founded_year,website,linkedin_url,founder_names,founder_background,deal_source,deal_owner,deal_status,thesis_fit_score,priority_score,arr_usd,mrr_usd,revenue_usd,growth_mom,growth_yoy,gross_margin,burn_rate_usd,runway_months,cash_balance_usd,cac_usd,ltv_usd,ltv_cac_ratio,cac_payback_months,nrr,grr,churn_rate,active_customers,headcount,arr_per_employee,round_amount_usd,valuation_pre_money_usd,valuation_post_money_usd,ownership_target,ownership_actual,investment_amount_usd,entry_multiple,lead_investor,co_investors,last_round_date,next_round_expected_date,notes,source_name,confidence_level,last_updated,burn_multiple,benchmark_match_level,benchmark_match_quality,benchmark_record_ids,bm_valuation_mid,bm_revenue_multiple_mid,bm_growth_rate_mid,valuation_gap,multiple_gap,growth_gap,price_performance_score,valuation_signal,efficiency_score,efficiency_data_quality,relative_attractiveness_score,attractiveness_data_quality
S_0058,startup_058,2026-05-21,2026-02-08,CareHub_2,carehub2,Argentina,south_cone,San Francisco,saas,,B2B2C,series_a,2017,https://carehub_2.io,https://linkedin.com/company/carehub_2,Carlos López,Finance,Inbound,Analyst A,pipeline,4.268045446742763,6.134962711066816,56564.78293719554,256738.8217363955,4462589.465716865,5.232718254302298,67.94395155662826,40.39207953859584,157223.1848979837,13.26066239942632,836869.5708421693,8232.225149987788,461162.4286678914,4.476538463821181,5.002579346733075,85.10338312935447,105.967668379523,5.244845416755358,421,56,222511.7221023624,7502757.932588072,37456760.63211817,9295584.929133631,10.69303324298591,13.12115474484849,1765780.535988654,6.236909590485205,Andreessen,,2025-11-07,2026-09-25,Strong team,Internal Pipeline,medium,2026-05-21,33.354290793807216,7.0,low,"BM_S1_0021,BM_S1_0002",60000000.0,,,-50704415.07086637,,,10.893849040281264,no_benchmark,57.08,high,44.64,high
S_0059,startup_059,2026-05-21,2026-02-08,AssetMatch_2,assetmatch2,Mexico,mexico_ca,Buenos Aires,logtech,enterprise,B2B2C,series_a,2017,https://assetmatch_2.io,https://linkedin.com/company/assetmatch_2,Carlos López,Operations,Inbound,Analyst A,passed,7.76782497775488,78.07615860684398,1240927.533962899,403395.4049991869,934797.5958482852,13.16856309216615,220.6543053058506,71.54608951145818,118835.6922002518,27.4215817013438,1626721.552978946,31979.04617792219,29628.96833484029,2.972390569234687,12.45123142795073,112.932368092556,124.1441965666405,1.822797926354244,182,32,129025.3278867426,848772.9630891331,97924152.23837508,59170580.36154069,6.739834999855787,11.06147162140683,2350072.752167206,11.42878465296718,Y Combinator,Benchmark,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,1.149163240700288,7.0,low,"BM_S1_0031,BM_S1_0016",10000005.0,,,49170575.36154069,,,19.306891502987906,no_benchmark,72.35,high,86.99,high
S_0060,startup_060,2026-05-21,2026-02-08,TechFlow_3,techflow3,Mexico,mexico_ca,Mexico City,edtech,,B2B2C,series_a,2015,https://techflow_3.io,https://linkedin.com/company/techflow_3,Maria Garcia,Product,Inbound,Analyst B,pipeline,4.270068433869389,45.98004237693202,3635043.958413894,230160.6989208821,404056.1193322348,2.633344556997706,110.4829200788824,62.38367127052092,190683.248211031,8.741744589953292,1813370.654237835,30165.45474890217,152815.847611959,5.490806991114012,10.08653985824881,102.7987447379237,92.9929219568351,6.631137210352174,67,60,63935.21339686043,5010305.557414687,42652919.69429307,54314032.42498665,9.303819173408655,3.792561010354339,1554462.795427371,10.90682167889829,Andreessen,Accel,2025-11-07,2026-09-25,High burn rate,Internal Pipeline,medium,2026-05-21,0.6294831657361303,,no_match,,,,,,,,10.12970811585162,no_benchmark,52.8,high,50.49,high
S_0061,startup_061,2026-05-21,2026-02-08,CloudSync_3,cloudsync3,Argentina,south_cone,Mexico City,healthtech,consumer,B2B,series_a,2022,https://cloudsync_3.io,https://linkedin.com/company/cloudsync_3,John Smith,Finance,Inbound,Analyst A,pipeline,6.676143685669421,5.816379550547579,4959131.657233324,26926.33219957994,1205155.747848595,13.62546771194035,228.4881581266474,46.71374254511377,13272.34815034388,11.97811009400402,486598.2107454321,9378.122509317427,111695.0587407947,3.143577768625723,21.28445756460622,116.4281168530146,82.97996665784962,5.954785125366031,488,70,202453.1903870293,3695072.245568168,50692595.10805233,48713715.87433854,3.792663693865921,1.009269193822718,588431.6723608151,14.8695038293048,Andreessen,Benchmark,2025-11-07,2026-09-25,Strong team,Internal Pipeline,medium,2026-05-21,0.0321161422628939,,no_match,,,,,,,,15.366226119552369,no_benchmark,64.92,high,78.62,high
S_0062,startup_062,2026-05-21,2026-02-08,DataVault_3,datavault3,United States,north_america,San Francisco,saas,consumer,B2B2C,series_b,2016,https://datavault_3.io,https://linkedin.com/company/datavault_3,John Smith,Tech,Network,Analyst A,pipeline,7.963323832057029,99.48663171697672,504898.7169402073,393352.8214926325,3974945.610713949,24.17240036370715,255.6336985960492,87.89670605283852,56738.59682331606,32.32410139963446,227249.8628480159,35404.38770574288,126691.8602961912,5.254606403238746,4.754023208280394,103.3235808725928,96.55464075596892,4.666289717915491,169,69,110200.9540182933,9245090.90847427,91083085.65781212,74670924.87499869,14.67081882779684,4.01995900326567,4457268.75563238,6.1805674489114,Y Combinator,,2025-11-07,2026-09-25,,Internal Pipeline,medium,2026-05-21,1.3485143436409723,6.0,low,BM_S1_0022,175000000.0,,,-100329075.12500131,,,41.360878383598035,no_benchmark,81.73,high,79.98,high
S_0063,startup_063,2026-05-21,2026-02-08,PayWave_3,paywave3,Mexico,mexico_ca,Buenos Aires,healthtech,consumer,B2C,series_b,2017,https://paywave_3.io,https://linkedin.com/company/paywave_3,Maria Garcia,Tech,Inbound,Analyst B,pipeline,3.748138461663207,5.778056099636664,2013456.636147828,101480.5272858512,183004.6309651518,10.8367543986734,250.9896268881301,66.482986197281,122303.0064634657,28.16169452179699,1766965.860952393,23031.01359081599,455132.9304208939,3.834856855387487,7.433644793718786,94.417947407022,72.90176266292686,5.692393193263671,493,73,146701.81051297,614028.7590904841,72008925.71070988,49468570.18211254,7.320718823168712,13.68312355172288,4845244.241213978,11.06471403194083,Sequoia,Tiger Global,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,0.7289136757221101,,no_match,,,,,,,,22.683787955440245,no_benchmark,82.03,high,76.77,high
S_0064,startup_064,2026-05-21,2026-02-08,LogistiX_3,logistix3,Mexico,mexico_ca,São Paulo,saas,,B2C,seed,2022,https://logistix_3.io,https://linkedin.com/company/logistix_3,Carlos López,Finance,Event,Analyst B,passed,6.971185537402325,69.50352288585532,4002354.133808806,130051.7966091313,2918206.107066613,2.896908289222966,188.1252418519723,52.09466470564446,62829.18288015648,6.412366620340357,839869.384059863,33554.14928435607,239353.8365748022,6.853089472976824,18.80183508931638,85.6979165137026,119.2292550688165,9.069171926221092,191,20,70145.2030716284,5751741.319324316,58624942.98129813,30454171.9332776,8.734408258957629,9.497680123436584,2037066.741642056,3.624285060353363,Sequoia,Tiger Global,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,0.1883766826611086,7.0,low,"BM_S1_0020,BM_S1_0001",19800000.0,,,10654171.9332776,,,51.90685575754086,no_benchmark,45.72,high,69.27,high
S_0065,startup_065,2026-05-21,2026-02-08,HealthAI_3,healthai3,Argentina,south_cone,San Francisco,saas,enterprise,B2B2C,series_a,2022,https://healthai_3.io,https://linkedin.com/company/healthai_3,Sofia González,Operations,Inbound,Analyst C,passed,4.795939485909546,98.36789252634136,1028137.816798205,83188.47036271566,4977233.205794636,2.711983191144901,180.0424730776878,65.03017855773538,144312.7119938922,13.45128781109401,1129345.83210837,41949.67044862246,238486.7123405112,6.834525044984066,4.077170828605527,98.89510667533376,119.5804486570112,2.766648720799603,387,9,86790.81277373634,7536304.020132947,79982663.45276618,47801493.26511294,7.263407690843071,10.81581991346808,2023280.957414628,4.363752464360633,Andreessen,,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,1.684358376506057,7.0,low,"BM_S1_0021,BM_S1_0002",60000000.0,,,-12198506.734887064,,,41.25863566921347,no_benchmark,58.54,high,74.57,high
S_0066,startup_066,2026-05-21,2026-02-08,EduProto_3,eduproto3,Mexico,mexico_ca,Mexico City,saas,enterprise,B2B2C,series_a,2018,https://eduproto_3.io,https://linkedin.com/company/eduproto_3,Maria Garcia,Operations,Pipeline,Analyst B,in_review,9.74048812666306,23.91801042159256,2779873.897018408,165777.3173708773,4279923.508249322,10.923695478778,85.71899033485293,73.98101663675538,153006.0300917765,12.43219448979494,1939325.042896442,8901.557214557697,382682.0648030883,4.602777587795609,13.34324299500008,85.79869005726513,105.2800278057777,1.203080605348125,213,42,124494.3088739609,5107670.881478392,86572260.37914135,146285832.3759148,11.1901407613944,3.857285266636437,531913.1574846695,3.047020499413119,Y Combinator,Tiger Global,2025-11-07,2026-09-25,,Internal Pipeline,medium,2026-05-21,0.6604876440872455,7.0,low,"BM_S1_0021,BM_S1_0002",60000000.0,,,86285832.37591481,,,28.132068803397647,no_benchmark,67.45,high,52.44,high
S_0067,startup_067,2026-05-21,2026-02-08,GreenTech_3,greentech3,Mexico,mexico_ca,Mexico City,edtech,,B2C,pre_seed,2018,https://greentech_3.io,https://linkedin.com/company/greentech_3,Sofia González,Tech,Inbound,Analyst B,passed,6.384819527039474,14.22493686871962,3668025.767188077,378619.0013386289,2612013.988327512,5.680573538653463,243.8365376007839,43.81196089867822,24990.61299296252,14.12418984110918,226472.9830370234,1447.670965843416,85701.17996241365,3.780324210677601,12.28424772827412,90.61381704943904,91.18617333630336,8.75498396229191,231,72,72439.87514003928,1311328.786545856,46231919.10198942,62844785.7152376,10.94678589995512,10.7908223336223,3561128.097486683,14.99352817271608,500Global,,2025-11-07,2026-09-25,,Internal Pipeline,medium,2026-05-21,0.0817571562877665,,no_match,,,,,,,,16.262785836124714,no_benchmark,51.19,high,65.64,high
S_0068,startup_068,2026-05-21,2026-02-08,MarketHub_3,markethub3,Argentina,south_cone,San Francisco,fintech,enterprise,B2C,series_b,2019,https://markethub_3.io,https://linkedin.com/company/markethub_3,Carlos López,Tech,Network,Analyst C,pipeline,8.641947848426106,12.13849394224289,3083767.396798294,260173.5438924647,327568.1373403453,2.537098215548276,117.8523451116786,53.7351907523946,105201.6205203197,13.42679310839659,1331804.214158982,39065.57802659144,248760.0235090249,3.856638677634114,10.02242475876372,139.2401695147728,117.987001866747,6.194053741491159,436,88,277706.5661715788,9738383.205265071,48035728.1282517,67817490.9750337,11.58386772634963,0.4218225941688564,4214479.530868829,12.62728436576973,Andreessen,Tiger Global,2025-11-07,2026-09-25,High burn rate,Internal Pipeline,medium,2026-05-21,0.4093757030943829,7.0,low,"BM_S1_0027,BM_S1_0010",84000000.0,,,-16182509.0249663,,,9.333150477798288,no_benchmark,76.23,high,68.75,high
S_0069,startup_069,2026-05-21,2026-02-08,FinanceAI_3,financeai3,Argentina,south_cone,Buenos Aires,healthtech,,B2B,series_a,2020,https://financeai_3.io,https://linkedin.com/company/financeai_3,John Smith,Operations,Pipeline,Analyst B,in_review,6.851585795093833,30.32751475675956,948243.4257309265,103235.7558012056,4158553.836784692,19.39291312085407,174.1738557044866,80.34827454419968,104233.6583402559,7.875788872285372,240800.3028922474,30680.02254505449,220692.7549193193,6.737144416843416,11.2860186216974,106.6462134143971,103.281221487302,9.015926099156582,393,67,51511.7607959946,5421099.09807293,39219042.62953174,87328658.51276872,6.21771875534305,5.629820186595207,1159737.351620014,12.44067617680249,500Global,Tiger Global,2025-11-07,2026-09-25,,Internal Pipeline,medium,2026-05-21,1.3190746870920032,,no_match,,,,,,,,14.000352812756265,no_benchmark,52.21,high,66.14,high
S_0070,startup_070,2026-05-21,2026-02-08,SecureAPI_3,secureapi3,Brazil,brazil,Mexico City,edtech,enterprise,B2C,seed,2019,https://secureapi_3.io,https://linkedin.com/company/secureapi_3,Carlos López,Product,Network,Analyst B,in_review,3.303887729983734,10.10458110106467,1783368.99774184,439037.2089978684,2998902.755804281,12.54602920428349,121.0685232318792,62.98324352013306,77009.75019203051,19.76821549790461,813390.9640863508,35132.15869629502,302486.2383678615,3.633166638184478,14.12875232553489,111.912305990301,119.555938513001,6.372507010718553,52,70,170965.0547160779,6334769.321030608,96703907.8618276,147534433.7253055,6.788021773968792,9.401300228134968,1218498.572152178,9.116712903458156,Andreessen,Tiger Global,2025-11-07,2026-09-25,High burn rate,Internal Pipeline,medium,2026-05-21,0.5181860868247194,,no_match,,,,,,,,13.279843789525875,no_benchmark,75.86,high,58.7,high
S_0071,startup_071,2026-05-21,2026-02-08,MobilePay_3,mobilepay3,United States,north_america,Buenos Aires,edtech,smb,B2C,seed,2021,https://mobilepay_3.io,https://linkedin.com/company/mobilepay_3,Maria Garcia,Finance,Network,Analyst B,in_review,7.432059629158156,69.2161341694132,3921121.004582132,439911.3456208131,583515.6553272385,8.652629755371054,83.45709074992328,67.32885710161474,186920.3482010861,27.98200424358495,1627247.635867549,41988.67126193781,499783.2745927149,2.858885929094499,6.388714526156045,132.4171117242329,107.8875275549812,8.291449809637323,228,51,80811.86453313786,2747792.93572132,70019459.1747447,37756988.91249292,4.503014773154495,2.191448483119803,4055374.62487147,6.600804994865279,Andreessen,Accel,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,0.5720415605108496,,no_match,,,,,,,,12.64347163942034,no_benchmark,67.9,high,51.21,high
S_0072,startup_072,2026-05-21,2026-02-08,CloudBasic_3,cloudbasic3,United States,north_america,Mexico City,edtech,smb,B2B2C,series_b,2016,https://cloudbasic_3.io,https://linkedin.com/company/cloudbasic_3,John Smith,Tech,Pipeline,Analyst B,pipeline,9.6598233954466,6.229179813006269,2775590.305518763,435418.6340979575,478347.8512685475,22.70191320937906,207.3894242229341,61.64080011047346,166363.7323752781,24.20195174152309,923597.2422357054,40239.14127381278,387029.9581002031,2.050474222189494,15.01191344395545,139.7341340294413,117.0643283927678,4.867060270196331,7,54,126919.7723694871,5093231.808514636,9239083.554599158,102829752.3588002,10.86611966215335,12.34505361670402,3273308.367593651,4.815171413552111,Y Combinator,Accel,2025-11-07,2026-09-25,High burn rate,Internal Pipeline,medium,2026-05-21,0.7192577321422128,,no_match,,,,,,,,43.069998222544,no_benchmark,63.15,high,74.38,high
S_0073,startup_073,2026-05-21,2026-02-08,RealEstateAI_3,realestateai3,Mexico,mexico_ca,Mexico City,edtech,consumer,B2C,seed,2021,https://realestateai_3.io,https://linkedin.com/company/realestateai_3,Maria Garcia,Tech,Network,Analyst C,passed,7.211282741024318,50.94221281497897,36095.77157913455,120159.3094793881,4549037.828988596,4.671196084612089,63.58300870572596,42.19499713215026,140955.8294723792,26.18615005794239,1994646.472415606,48065.54727297682,204954.1944785393,4.533505285748655,19.91407891529971,114.9628669606809,105.9137795930656,7.748739381594419,376,31,281514.8899545664,4576920.173604058,86433002.70798883,107965734.6441752,3.477565528027831,3.52546948217878,701872.5093247265,6.416096866157564,Y Combinator,,2025-11-07,2026-09-25,Strong team,Internal Pipeline,medium,2026-05-21,46.860612189997305,,no_match,,,,,,,,9.909920319486105,no_benchmark,60.85,high,44.84,high
S_0074,startup_074,2026-05-21,2026-02-08,AutoLend_3,autolend3,United States,north_america,Bogotá,edtech,smb,B2B,seed,2021,https://autolend_3.io,https://linkedin.com/company/autolend_3,Maria Garcia,Operations,Network,Analyst B,pipeline,8.734322015987532,99.66968538529768,3807343.892540189,226168.4327463131,3349309.312061011,23.98613306597234,237.16130853155,48.2874889910078,144293.6939683245,8.434475356087175,1162212.641398544,27028.78640317985,415500.995614283,4.633858642978972,18.96337952559334,128.7484292626503,94.84846409293998,9.217373202008703,179,23,90423.63831849673,1211510.499018846,48575434.14279054,91884013.68537375,10.17218802628151,9.784216692276694,3301461.457080267,7.511654663149669,500Global,Accel,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,0.4547853770216309,,no_match,,,,,,,,31.572445641704626,no_benchmark,49.37,high,72.18,high
S_0075,startup_075,2026-05-21,2026-02-08,ConsultBot_3,consultbot3,Mexico,mexico_ca,Mexico City,logtech,smb,B2C,series_b,2015,https://consultbot_3.io,https://linkedin.com/company/consultbot_3,Carlos López,Finance,Inbound,Analyst B,in_review,9.189445243438854,81.39702695060188,186203.661151793,492509.8384142967,4148141.12859061,9.221234499679117,129.3966988152792,62.27708193709454,95034.64804355822,34.54472130530362,710208.0900083117,24680.53381666532,93647.0980231153,6.965906617618897,6.231897998569247,99.61646146020053,127.4767515955683,6.149106673499857,450,92,291458.0799295831,1508523.358700939,7806636.735826259,15109594.26622332,13.43635061821961,6.077957138629945,1890129.752796947,12.07572116376353,500Global,,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,6.124561512209113,7.0,low,"BM_S1_0032,BM_S1_0017",40000020.0,,,-24890425.73377668,,,10.715442751656854,no_benchmark,75.66,high,64.52,high
S_0076,startup_076,2026-05-21,2026-02-08,VentureLab_3,venturelab3,Brazil,brazil,São Paulo,healthtech,smb,B2B2C,series_a,2021,https://venturelab_3.io,https://linkedin.com/company/venturelab_3,Maria Garcia,Operations,Event,Analyst C,pipeline,4.596558403642527,61.52194382310109,3731211.575828848,386234.2256786852,4396104.712408514,22.43328446309967,50.03367325112133,50.45927327039639,184593.9316138323,31.15475501529075,518211.519219031,20393.41639459114,24927.20629139046,2.938051526899416,6.134238864570952,98.34463744683748,102.4668294927307,2.627066355061416,103,80,101448.5942473554,8455988.936378358,55422008.26116779,102177096.8224813,13.6899857794756,8.940653932164707,2159263.199618807,9.47594146683783,Sequoia,Benchmark,2025-11-07,2026-09-25,High burn rate,Internal Pipeline,medium,2026-05-21,0.5936750394203849,,no_match,,,,,,,,5.280074114663967,no_benchmark,68.2,high,36.41,high
S_0077,startup_077,2026-05-21,2026-02-08,BlockChain_3,blockchain3,Argentina,south_cone,San Francisco,edtech,,B2B2C,series_a,2019,https://blockchain_3.io,https://linkedin.com/company/blockchain_3,Carlos López,Finance,Network,Analyst A,pipeline,4.484313879357586,30.62536207866117,1020377.995224535,14556.54319155435,2863144.036721128,15.86768615902762,177.7822848093074,42.49895143298394,140446.1083143906,30.15270955486988,765989.0151437074,8107.706620788124,110179.7025074938,3.9764432788446,8.63166172264318,104.1622232596736,106.3053711124323,3.419178535271783,120,11,235391.5271167074,2778289.545962607,42299263.6185945,11486017.23335397,8.38845312443954,1.611758289433622,3963791.382335961,3.929803518665792,Y Combinator,Benchmark,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,1.6516950656132328,,no_match,,,,,,,,45.23948435713812,no_benchmark,81.65,high,76.25,high
S_0078,startup_078,2026-05-21,2026-02-08,RoboTrade_3,robotrade3,Argentina,south_cone,San Francisco,healthtech,smb,B2C,seed,2017,https://robotrade_3.io,https://linkedin.com/company/robotrade_3,John Smith,Finance,Network,Analyst C,passed,7.276866921956942,62.38958362916384,4790786.665795707,33537.09103898553,2592057.295257656,21.01426927405421,61.71297713190079,82.18248320259119,147151.3070228842,30.68951415125303,807813.2201431466,28844.05802766011,176801.6624959872,6.754637302808991,10.58256925316178,120.3504357604189,83.22925836488496,2.787801192076652,274,49,186669.3162243279,2352103.57923699,87897191.08139986,90229112.13338476,8.511644258556885,0.2536919988241099,4149208.367026748,3.216348107506947,Andreessen,Accel,2025-11-07,2026-09-25,,Internal Pipeline,medium,2026-05-21,0.3685857474894103,,no_match,,,,,,,,19.187281683802475,no_benchmark,94.91,high,56.95,high
S_0079,startup_079,2026-05-21,2026-02-08,SupplyChain_3,supplychain3,Argentina,south_cone,Buenos Aires,logtech,smb,B2B2C,seed,2017,https://supplychain_3.io,https://linkedin.com/company/supplychain_3,Carlos López,Finance,Network,Analyst A,passed,5.877199288646933,52.70414639116516,1846024.348997402,232501.757029354,2157832.777501741,24.63230275384068,119.0423894552249,89.0596264582058,173029.7262385323,33.98131524398284,230555.9876755259,14212.11995413595,260184.5711551844,6.853553469868328,11.57756720957813,120.9315013553059,107.5390473656366,3.221713248361596,451,78,271119.6818991898,5296658.786876323,21195465.75732935,111458014.2288179,3.923630196096208,13.64346641070452,2301604.820779238,4.227986154408757,Andreessen,Benchmark,2025-11-07,2026-09-25,Strong team,Internal Pipeline,medium,2026-05-21,1.1247721168954687,7.0,low,"BM_S1_0030,BM_S1_0015",4000001.5,,,107458012.7288179,,,28.15581345532382,no_benchmark,95.09,high,77.3,high
S_0080,startup_080,2026-05-21,2026-02-08,CustomerAI_3,customerai3,United States,north_america,Mexico City,logtech,consumer,B2B,series_a,2018,https://customerai_3.io,https://linkedin.com/company/customerai_3,John Smith,Tech,Inbound,Analyst C,in_review,8.879029120067042,42.60833838903715,1641388.765527015,454700.8827249185,1591563.473077685,8.633325069831152,226.7441218639291,79.65714369983698,58443.95992172725,22.32761898341093,802190.978910869,46104.72185454229,311413.2788651879,3.999971993861993,17.27364155350025,98.91436607896703,104.2964589689766,3.757739044159327,372,44,188498.3138757827,7803097.747943873,82819996.3397261,33223543.81175266,11.04918030531643,4.044450131507742,4762188.212028597,7.925984564368552,Sequoia,Benchmark,2025-11-07,2026-09-25,High burn rate,Internal Pipeline,medium,2026-05-21,0.4272769095233484,6.0,low,BM_S1_0031,10000005.0,,,23223538.81175266,,,28.607691577304173,no_benchmark,85.89,high,83.06,high
S_0081,startup_081,2026-05-21,2026-02-08,EmailAI_3,emailai3,Brazil,brazil,São Paulo,healthtech,smb,B2B,series_b,2016,https://emailai_3.io,https://linkedin.com/company/emailai_3,Carlos López,Product,Event,Analyst C,pipeline,9.300161863786078,13.07103767401995,752951.3711588989,269812.1971784044,2178633.844684972,24.10611616437464,65.67240540546646,82.68924608523335,162378.8262540071,12.00846053602878,982053.1875045274,29367.94481171633,456196.8014350667,4.484306151363426,4.190289075482544,87.99259544819772,81.0903038768215,5.996204080778696,257,53,183639.8047890772,1088491.926500385,56211180.42735982,126560057.1163306,12.85511304447415,12.29515504170689,2329082.230784325,14.19831500458822,Y Combinator,Tiger Global,2025-11-07,2026-09-25,High burn rate,Internal Pipeline,medium,2026-05-21,2.587877504026584,,no_match,,,,,,,,4.625366135646678,no_benchmark,75.35,high,37.51,high
S_0082,startup_082,2026-05-21,2026-02-08,VideoStream_3,videostream3,United States,north_america,Buenos Aires,saas,smb,B2C,seed,2016,https://videostream_3.io,https://linkedin.com/company/videostream_3,Sofia González,Operations,Pipeline,Analyst B,pipeline,5.473949655119027,88.66042152404667,1534965.035296172,249408.4415091108,3871659.48209348,10.95808358275567,259.8346230890006,52.09885651585227,43071.91757651595,24.50350823557623,1473201.729253729,29845.58893515145,259828.4646797243,3.471358290520339,3.728126788747394,117.9437753879305,73.57522584118863,6.291924665174495,321,58,98864.50009209996,5979675.23656343,6406420.018133435,6492363.218884631,5.935860655256556,14.990254507083,3973262.158535494,10.64882977451066,Andreessen,Tiger Global,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,0.3367262439423987,6.0,low,BM_S1_0020,19800000.0,,,-13307636.781115368,,,24.400298304227583,no_benchmark,67.04,high,81.0,high
S_0083,startup_083,2026-05-21,2026-02-08,SocialPay_3,socialpay3,United States,north_america,Bogotá,fintech,enterprise,B2C,pre_seed,2015,https://socialpay_3.io,https://linkedin.com/company/socialpay_3,Sofia González,Product,Inbound,Analyst A,passed,4.658093912821375,44.97846488213225,4384487.301522721,53631.37627835866,3013597.920765507,10.86677380894921,50.95498066464577,88.03134877565998,72341.68068775313,28.28644481003817,1347786.020971055,18068.770713412,255625.0658666074,7.561606709725528,11.23012182182209,87.69955173132587,106.2615591828863,4.83849772517675,419,53,91557.34051291468,1632499.206985447,97212684.83122298,126884303.8214293,8.055610579600376,3.171468869983667,2677447.690539166,12.62191079850618,Sequoia,,2025-11-07,2026-09-25,,Internal Pipeline,medium,2026-05-21,0.1979935414458946,6.0,low,BM_S1_0024,3000002.0,,,123884301.8214293,,,4.0370258891923365,no_benchmark,78.35,high,40.31,high
S_0084,startup_084,2026-05-21,2026-02-08,CryptoSafe_3,cryptosafe3,Brazil,brazil,Buenos Aires,saas,consumer,B2C,series_b,2019,https://cryptosafe_3.io,https://linkedin.com/company/cryptosafe_3,Maria Garcia,Operations,Inbound,Analyst B,pipeline,8.463678606707033,19.46225118207651,4981708.344759964,328733.2722574227,4463691.216874682,9.828903397853631,111.7059673004756,49.84628522267142,70444.03858261934,28.13752180062076,1446654.744935393,3073.472922896521,34619.07481326125,2.271184477320272,17.64043753489759,114.7095504937598,115.8215361610192,6.538787018387519,99,72,279122.2877788786,846379.9828433753,51748909.16621679,70128699.49512923,13.06607204118324,3.977561117750334,4538895.469349379,8.596495134054582,Sequoia,Benchmark,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,0.1696864618500991,7.0,low,"BM_S1_0022,BM_S1_0003",175000000.0,,,-104871300.50487077,,,12.994361720506076,no_benchmark,75.37,high,59.62,high
S_0085,startup_085,2026-05-21,2026-02-08,TravelAI_3,travelai3,Brazil,brazil,Buenos Aires,saas,consumer,B2B2C,seed,2018,https://travelai_3.io,https://linkedin.com/company/travelai_3,Carlos López,Finance,Event,Analyst A,pipeline,4.923642248836953,36.77593508772896,1847864.557229173,411229.4771395125,2222466.271752147,14.45237496899446,235.2260140380179,87.57149051809162,195812.4663358824,21.6434707250064,115890.9955660285,2071.316385962937,27106.66080154967,7.569371249509555,7.062142202086134,121.6053276833785,101.4040822553205,1.734174330502293,277,22,131959.5497125085,1001067.545541065,29796808.56892667,34203015.10988338,13.52544561194746,9.942896814519983,4584925.596425803,7.339992998340513,Andreessen,,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,1.2716027193865225,7.0,low,"BM_S1_0020,BM_S1_0001",19800000.0,,,14403015.109883383,,,32.0471714470572,no_benchmark,79.09,high,85.83,high
S_0086,startup_086,2026-05-21,2026-02-08,FoodTech_3,foodtech3,Brazil,brazil,Mexico City,saas,consumer,B2B,seed,2016,https://foodtech_3.io,https://linkedin.com/company/foodtech_3,Carlos López,Tech,Event,Analyst C,pipeline,8.758300229595749,41.4129752528927,2248567.048463168,190829.5837462736,3039376.997806583,5.545335993105203,129.0675374323267,89.74096469829755,172024.7586308457,8.053761580007341,513568.0592030185,21455.08963558328,280068.3813390223,5.945131936929731,16.47159410638129,122.0366897836671,83.60635751917874,1.79009413352344,384,90,143020.563740724,8424559.027980193,47471277.35693655,21799165.45910726,5.918159763170712,14.48172951900932,893375.6354198774,4.300804472599473,Andreessen,,2025-11-07,2026-09-25,High burn rate,Internal Pipeline,medium,2026-05-21,0.9180500554702324,7.0,low,"BM_S1_0020,BM_S1_0001",19800000.0,,,1999165.4591072612,,,30.010091892021375,no_benchmark,68.22,high,65.61,high
S_0087,startup_087,2026-05-21,2026-02-08,WorkFlow_3,workflow3,Brazil,brazil,Bogotá,edtech,consumer,B2B,pre_seed,2017,https://workflow_3.io,https://linkedin.com/company/workflow_3,John Smith,Product,Inbound,Analyst C,passed,5.96616777554134,82.75378955668742,3613133.981631658,388030.3136117384,3160224.689929024,14.73536416323426,75.47309701650337,75.58614028730244,141728.1230101007,17.13338815290383,1357200.147959727,4685.986215813274,224707.5204916888,4.955218992463752,8.456390896746289,125.2083266395758,109.9913186015821,2.546465143218926,28,29,239955.9146070971,1620738.594466585,85927920.5682314,143089460.8021911,9.60684761449637,13.73721522286116,4714219.990896015,13.51119626623446,500Global,Benchmark,2025-11-07,2026-09-25,Good product-market fit,Internal Pipeline,medium,2026-05-21,0.4707097729470777,,no_match,,,,,,,,5.58596704017368,no_benchmark,86.74,high,51.88,high
